App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
www.falkirkherald.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",10644079,UK General Market
www.the-gazette.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",10609475,UK General Market
www.lexusownersclub.co.uk,,Digital Video,white,Auto & Motoring,"Streaming, Digital Video",10450798,UK General Market
www.cardiffcityforum.co.uk,,Digital Video,white,Sports & Football,"Streaming, Digital Video",10444829,UK General Market
www.rangersreview.co.uk,,Digital Video,white,Sports & Football,"Streaming, Digital Video",10382699,UK General Market
www.liverpoolway.co.uk,,Digital Video,white,Sports & Football,"Streaming, Digital Video",10079630,UK General Market
www.maidenhead-advertiser.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",10044163,UK General Market
www.gazetteherald.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",10007659,UK General Market
sportwitness.co.uk,,Digital Video,white,Sports & Football,"Streaming, Digital Video",9901590,UK General Market
www.northwalespioneer.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",9882855,UK General Market
northwestforkids.co.uk,,Digital Video,white,Parenting & Family,"Streaming, Digital Video",9806502,UK General Market
www.vauxhallownersnetwork.co.uk,,Digital Video,white,Auto & Motoring,"Streaming, Digital Video",9659158,UK General Market
www.blogpreston.co.uk,,Digital Video,white,Lifestyle & Other,"Streaming, Digital Video",9449329,UK General Market
www.ttforum.co.uk,,Digital Video,white,Forums & Communities,"Streaming, Digital Video",9345421,UK General Market
tyla.com,,Digital Video,white,Entertainment & Pop Culture,"Streaming, Digital Video",9337597,UK General Market
www.leighjournal.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",9303631,UK General Market
www.celticway.co.uk,,Digital Video,white,Sports & Football,"Streaming, Digital Video",9243212,UK General Market
www.eveshamjournal.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",9206466,UK General Market
www.ilkleygazette.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",9153610,UK General Market
www.chad.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",9128833,UK General Market
www.dudleynews.co.uk,,Digital Video,white,Local & Regional News,"Streaming, Digital Video",9074217,UK General Market
